Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Effectiveness_Score,Effectiveness_Category,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations
OUT0163,39,2588442.61,49386543.87,51184.0,21.26820512820513,19.079636411177763,5.241190022961613,55.66,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,588,442.61 against sales revenue of ₹49,386,543.87. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 51,184 orders from ₹49,386,543.87 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0164,40,1501982.36,30207657.73,40704.0,13.79025,20.111859189877567,4.972190738603155,49.99,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,501,982.36 against sales revenue of ₹30,207,657.73. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 40,704 orders from ₹30,207,657.73 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0165,40,5144840.94,99693497.85,102965.0,21.6905,19.377372208906422,5.16065846916214,62.43,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,144,840.94 against sales revenue of ₹99,693,497.85. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 102,965 orders from ₹99,693,497.85 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0166,38,5630389.39,108586776.44,75338.0,20.81105263157895,19.28583778465809,5.185151981292208,58.39,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,630,389.39 against sales revenue of ₹108,586,776.44. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 75,338 orders from ₹108,586,776.44 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0167,38,3994784.62,71392451.88,50447.0,26.01815789473684,17.871414524470655,5.595527979224798,57.49,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,994,784.62 against sales revenue of ₹71,392,451.88. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 50,447 orders from ₹71,392,451.88 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0168,40,1067842.27,21275840.25,44592.0,24.388749999999998,19.924141277906145,5.019036886216515,58.92,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,067,842.27 against sales revenue of ₹21,275,840.25. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 44,592 orders from ₹21,275,840.25 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0169,40,2343131.71,47070518.02,47412.0,22.548,20.08872050133281,4.977917831718819,57.99,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,343,131.71 against sales revenue of ₹47,070,518.02. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 47,412 orders from ₹47,070,518.02 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0170,40,1616878.99,29899597.43,39518.0,18.8275,18.492167697719914,5.407694848686128,51.31,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,616,878.99 against sales revenue of ₹29,899,597.43. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 39,518 orders from ₹29,899,597.43 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0171,39,5459027.97,115247587.52,116992.0,27.718974358974357,21.111375166667262,4.736782858081644,71.97,Moderate,High Performing,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,459,027.97 against sales revenue of ₹115,247,587.52. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 116,992 orders from ₹115,247,587.52 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0172,40,2244488.21,43204216.98,31348.0,14.290000000000001,19.249028258428677,5.1950674422337375,47.88,Moderate,Needs Improvement,High,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,244,488.21 against sales revenue of ₹43,204,216.98. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 31,348 orders from ₹43,204,216.98 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is below the lower-performing outlet range.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Review campaigns and redirect marketing spending toward better-performing activities."
OUT0173,37,1960617.82,38380216.5,26188.0,14.641621621621622,19.575572612106523,5.108407400463726,48.14,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,960,617.82 against sales revenue of ₹38,380,216.50. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 26,188 orders from ₹38,380,216.50 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0174,41,2243306.02,43033305.29,76512.0,21.016585365853658,19.1829848029383,5.2129530950096346,58.52,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,243,306.02 against sales revenue of ₹43,033,305.29. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 76,512 orders from ₹43,033,305.29 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0175,40,4704837.9,103271994.74,216987.0,34.320499999999996,21.950170640310475,4.555773239245559,90.3,High Performing,High Performing,Low,"Overall marketing effectiveness is strong. Total marketing spend is ₹4,704,837.90 against sales revenue of ₹103,271,994.74. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 216,987 orders from ₹103,271,994.74 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is among the stronger outlet results.",Continue effective marketing activities and consider scaling campaigns that generate strong results. Continue monitoring successful campaigns and consider scaling effective activities.
OUT0176,37,2676099.08,54040957.03,33342.0,14.365405405405404,20.193929826394918,4.951983138482179,49.77,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,676,099.08 against sales revenue of ₹54,040,957.03. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 33,342 orders from ₹54,040,957.03 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0177,39,5363961.7700000005,108328757.38,73694.0,22.632051282051282,20.195661718894016,4.9515584778509725,61.25,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,363,961.77 against sales revenue of ₹108,328,757.38. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 73,694 orders from ₹108,328,757.38 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0178,40,5670612.9,118164568.53999999,106759.0,23.809,20.83805941682247,4.7989113573248785,67.09,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,670,612.90 against sales revenue of ₹118,164,568.54. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 106,759 orders from ₹118,164,568.54 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0179,39,7774955.35,148389322.05,86436.0,24.034358974358977,19.085552954333046,5.239565248084506,62.0,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹7,774,955.35 against sales revenue of ₹148,389,322.05. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 86,436 orders from ₹148,389,322.05 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0180,39,2214309.1,44061902.26,31715.0,24.833076923076923,19.89871344520058,5.025450528517423,57.78,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,214,309.10 against sales revenue of ₹44,061,902.26. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 31,715 orders from ₹44,061,902.26 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0181,38,4399928.61,85707847.68,94104.0,20.190263157894737,19.47937234372537,5.133635634425956,60.35,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,399,928.61 against sales revenue of ₹85,707,847.68. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 94,104 orders from ₹85,707,847.68 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0182,39,3934186.91,74434017.38,50761.0,16.771282051282054,18.91979691935887,5.285468994526008,51.61,Moderate,Needs Improvement,High,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,934,186.91 against sales revenue of ₹74,434,017.38. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 50,761 orders from ₹74,434,017.38 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is below the lower-performing outlet range.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Review campaigns and redirect marketing spending toward better-performing activities."
OUT0183,39,2585598.2,53378922.32,50397.0,24.77846153846154,20.644708957486124,4.843856128266623,61.12,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,585,598.20 against sales revenue of ₹53,378,922.32. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 50,397 orders from ₹53,378,922.32 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0184,40,285511.69,6226955.32,8240.0,9.9305,21.809808628151092,4.5850929600053725,45.93,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹285,511.69 against sales revenue of ₹6,226,955.32. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 8,240 orders from ₹6,226,955.32 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0185,39,2386511.81,51058726.3,38215.0,22.879487179487178,21.39470925140739,4.674052768135739,59.42,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,386,511.81 against sales revenue of ₹51,058,726.30. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 38,215 orders from ₹51,058,726.30 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0186,38,1628438.84,31865633.62,24640.0,18.274736842105263,19.568210262044598,5.110329389395647,50.96,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,628,438.84 against sales revenue of ₹31,865,633.62. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 24,640 orders from ₹31,865,633.62 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0187,39,1820460.22,37006628.32,45084.0,12.335641025641024,20.32817191687935,4.919281498055698,49.65,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,820,460.22 against sales revenue of ₹37,006,628.32. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 45,084 orders from ₹37,006,628.32 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0188,41,1439438.03,26253354.44,20241.0,18.17170731707317,18.238613884614402,5.4828728012251675,48.13,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,439,438.03 against sales revenue of ₹26,253,354.44. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 20,241 orders from ₹26,253,354.44 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0189,38,474768.85,10010386.95,12426.0,17.02342105263158,21.084759351840376,4.742762216599429,51.08,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹474,768.85 against sales revenue of ₹10,010,386.95. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 12,426 orders from ₹10,010,386.95 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0190,37,3194714.8,63221012.44,43765.0,27.698648648648646,19.789250808867195,5.053248400651523,61.35,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,194,714.80 against sales revenue of ₹63,221,012.44. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 43,765 orders from ₹63,221,012.44 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0191,40,848823.0700000001,17695119.38,24596.0,8.64125,20.846652271126416,4.7969332773159294,45.11,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹848,823.07 against sales revenue of ₹17,695,119.38. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 24,596 orders from ₹17,695,119.38 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0192,41,8859526.01,176435197.5,187526.0,33.128292682926826,19.91474456995245,5.021405102573142,82.51,High Performing,Moderate,Low,"Overall marketing effectiveness is strong. Total marketing spend is ₹8,859,526.01 against sales revenue of ₹176,435,197.50. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 187,526 orders from ₹176,435,197.50 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.",Continue effective marketing activities and consider scaling campaigns that generate strong results.
OUT0193,39,2462902.29,51237031.26,56046.0,17.18948717948718,20.803517649902382,4.806879378904905,55.73,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,462,902.29 against sales revenue of ₹51,237,031.26. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 56,046 orders from ₹51,237,031.26 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0194,39,6388015.02,114382144.92,65912.0,27.347179487179485,17.90574138631252,5.584800865963687,60.42,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹6,388,015.02 against sales revenue of ₹114,382,144.92. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 65,912 orders from ₹114,382,144.92 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0195,40,5114813.86,102872733.11,119440.0,23.0045,20.112703204022363,4.971982084437107,66.65,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,114,813.86 against sales revenue of ₹102,872,733.11. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 119,440 orders from ₹102,872,733.11 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0196,39,4353696.4,83904820.74,123859.0,30.675641025641024,19.272088136416674,5.188851321774483,72.11,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,353,696.40 against sales revenue of ₹83,904,820.74. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 123,859 orders from ₹83,904,820.74 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0197,40,4207185.25,85899587.31,51918.0,16.98225,20.417353219709067,4.897794485108336,54.44,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,207,185.25 against sales revenue of ₹85,899,587.31. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 51,918 orders from ₹85,899,587.31 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0198,39,4158496.2199999997,88555865.89,65175.0,20.001794871794875,21.29516565726252,4.695901483438139,59.94,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,158,496.22 against sales revenue of ₹88,555,865.89. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 65,175 orders from ₹88,555,865.89 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0199,39,5580861.56,118398423.88,65599.0,19.53794871794872,21.215079895298462,4.713628253748,59.47,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,580,861.56 against sales revenue of ₹118,398,423.88. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 65,599 orders from ₹118,398,423.88 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0200,40,1176938.75,22369604.98,43283.0,24.335749999999997,19.00660079379662,5.261330055011101,57.18,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,176,938.75 against sales revenue of ₹22,369,604.98. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 43,283 orders from ₹22,369,604.98 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0201,38,691919.99,16427647.9,14324.0,11.821052631578947,23.74212067496417,4.211923668025537,51.46,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹691,919.99 against sales revenue of ₹16,427,647.90. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 14,324 orders from ₹16,427,647.90 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0202,38,3078082.93,62426878.33,60614.0,36.15868421052632,20.281090454570695,4.930701345866897,71.13,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,078,082.93 against sales revenue of ₹62,426,878.33. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 60,614 orders from ₹62,426,878.33 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0203,38,10083367.52,175159960.48,107002.0,23.357105263157894,17.371176854614934,5.756662363001237,60.9,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹10,083,367.52 against sales revenue of ₹175,159,960.48. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 107,002 orders from ₹175,159,960.48 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0204,40,624581.04,12399934.93,10392.0,13.263,19.853204205494293,5.036970302875614,45.65,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹624,581.04 against sales revenue of ₹12,399,934.93. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 10,392 orders from ₹12,399,934.93 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0205,39,403234.54,8260960.93,12886.0,13.719230769230768,20.48673938001442,4.881206235168576,47.38,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹403,234.54 against sales revenue of ₹8,260,960.93. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 12,886 orders from ₹8,260,960.93 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0206,40,3208784.36,62003434.63,118760.0,23.848750000000003,19.323029432242684,5.17517195482498,65.94,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,208,784.36 against sales revenue of ₹62,003,434.63. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 118,760 orders from ₹62,003,434.63 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0207,39,4357121.07,91722957.87,102831.0,23.34076923076923,21.05127592197019,4.750305889802854,66.61,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,357,121.07 against sales revenue of ₹91,722,957.87. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 102,831 orders from ₹91,722,957.87 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0208,39,981563.0,20393986.79,22446.0,18.254358974358972,20.777053322099547,4.813002038823033,52.73,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹981,563.00 against sales revenue of ₹20,393,986.79. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 22,446 orders from ₹20,393,986.79 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0209,39,3933554.82,75558488.95,57941.0,18.057435897435898,19.208703680911203,5.205973378587529,53.98,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,933,554.82 against sales revenue of ₹75,558,488.95. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 57,941 orders from ₹75,558,488.95 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0210,40,3484338.73,66069880.96,38786.0,25.756999999999998,18.961956939243965,5.273717281418271,57.77,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,484,338.73 against sales revenue of ₹66,069,880.96. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 38,786 orders from ₹66,069,880.96 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0211,40,3019033.19,70793002.67,47989.0,15.209999999999999,23.44889844354444,4.264592652007085,57.63,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,019,033.19 against sales revenue of ₹70,793,002.67. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 47,989 orders from ₹70,793,002.67 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0212,40,4101727.37,81431204.13,84934.0,29.223000000000003,19.85290507740401,5.037046196015769,67.43,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,101,727.37 against sales revenue of ₹81,431,204.13. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 84,934 orders from ₹81,431,204.13 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0213,39,2583079.26,51163564.78,33422.0,24.965897435897435,19.807198939764632,5.048669441050624,57.93,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,583,079.26 against sales revenue of ₹51,163,564.78. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 33,422 orders from ₹51,163,564.78 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0214,39,1350752.39,27498768.64,29582.0,18.57,20.358112148148784,4.9120468181079975,53.1,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,350,752.39 against sales revenue of ₹27,498,768.64. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 29,582 orders from ₹27,498,768.64 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0215,40,2977994.08,61308788.18,87315.0,22.12225,20.58727671480126,4.857369014139923,63.04,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,977,994.08 against sales revenue of ₹61,308,788.18. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 87,315 orders from ₹61,308,788.18 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0216,39,1736520.99,34065403.02,42447.0,31.778974358974356,19.617040747661797,5.097608823181918,64.3,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,736,520.99 against sales revenue of ₹34,065,403.02. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 42,447 orders from ₹34,065,403.02 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
