Outlet_ID,Outlet_Name,Employees_First_Month,Turnover_First_Month,Employees_Latest_Month,Turnover_Latest_Month,Employee_Change,Turnover_Change,Employee_Trend,Trend_Insight
OUT0191,Franchise Outlet 0191,12.0,9.59,12.0,8.29,0.0,-1.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0192,Franchise Outlet 0192,12.0,5.43,12.0,2.9,0.0,-2.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0193,Franchise Outlet 0193,16.0,12.23,16.0,12.8,0.0,0.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0194,Franchise Outlet 0194,16.0,11.2,16.0,2.98,0.0,-8.22,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0195,Franchise Outlet 0195,18.0,3.21,18.0,9.5,0.0,6.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0196,Franchise Outlet 0196,11.0,2.98,11.0,9.28,0.0,6.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0197,Franchise Outlet 0197,27.0,7.92,27.0,11.31,0.0,3.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0198,Franchise Outlet 0198,9.0,12.25,9.0,8.22,0.0,-4.03,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0199,Franchise Outlet 0199,5.0,9.27,5.0,10.69,0.0,1.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0200,Franchise Outlet 0200,16.0,5.31,16.0,3.65,0.0,-1.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0201,Franchise Outlet 0201,15.0,8.02,15.0,10.38,0.0,2.36,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0202,Franchise Outlet 0202,12.0,8.82,12.0,7.83,0.0,-0.99,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0203,Franchise Outlet 0203,12.0,8.96,12.0,6.08,0.0,-2.88,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0204,Franchise Outlet 0204,19.0,7.86,19.0,10.64,0.0,2.78,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0205,Franchise Outlet 0205,13.0,12.04,13.0,8.56,0.0,-3.48,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0206,Franchise Outlet 0206,15.0,7.15,15.0,10.73,0.0,3.58,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0207,Franchise Outlet 0207,24.0,5.03,24.0,8.91,0.0,3.88,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0208,Franchise Outlet 0208,15.0,8.22,15.0,13.29,0.0,5.07,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0209,Franchise Outlet 0209,25.0,6.85,25.0,10.45,0.0,3.6,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0210,Franchise Outlet 0210,10.0,8.81,10.0,5.51,0.0,-3.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0211,Franchise Outlet 0211,11.0,5.69,11.0,8.43,0.0,2.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0212,Franchise Outlet 0212,25.0,5.02,25.0,6.56,0.0,1.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0213,Franchise Outlet 0213,17.0,4.93,17.0,4.97,0.0,0.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0214,Franchise Outlet 0214,10.0,9.27,10.0,6.93,0.0,-2.34,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0215,Franchise Outlet 0215,13.0,5.35,13.0,3.66,0.0,-1.69,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0216,Franchise Outlet 0216,19.0,10.84,19.0,3.19,0.0,-7.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0217,Franchise Outlet 0217,27.0,5.51,27.0,9.13,0.0,3.62,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0218,Franchise Outlet 0218,29.0,7.62,29.0,9.18,0.0,1.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0219,Franchise Outlet 0219,10.0,2.54,10.0,4.68,0.0,2.14,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0220,Franchise Outlet 0220,11.0,4.91,11.0,1.0,0.0,-3.91,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0221,Franchise Outlet 0221,16.0,8.08,16.0,4.15,0.0,-3.93,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0222,Franchise Outlet 0222,16.0,5.87,16.0,5.24,0.0,-0.63,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0223,Franchise Outlet 0223,19.0,5.16,19.0,7.88,0.0,2.72,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0224,Franchise Outlet 0224,18.0,2.94,18.0,4.02,0.0,1.08,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0225,Franchise Outlet 0225,7.0,12.88,7.0,9.82,0.0,-3.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0226,Franchise Outlet 0226,17.0,9.47,17.0,7.99,0.0,-1.48,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0227,Franchise Outlet 0227,18.0,6.78,18.0,12.83,0.0,6.05,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0228,Franchise Outlet 0228,15.0,6.17,15.0,9.99,0.0,3.82,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0229,Franchise Outlet 0229,14.0,10.33,14.0,9.57,0.0,-0.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0230,Franchise Outlet 0230,12.0,4.05,12.0,6.62,0.0,2.57,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0231,Franchise Outlet 0231,6.0,6.12,6.0,7.01,0.0,0.89,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0232,Franchise Outlet 0232,22.0,10.7,22.0,6.17,0.0,-4.53,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0233,Franchise Outlet 0233,11.0,3.16,11.0,4.7,0.0,1.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0234,Franchise Outlet 0234,19.0,7.57,19.0,5.21,0.0,-2.36,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0235,Franchise Outlet 0235,11.0,12.61,11.0,6.27,0.0,-6.34,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0236,Franchise Outlet 0236,15.0,5.23,15.0,9.29,0.0,4.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0237,Franchise Outlet 0237,22.0,12.9,22.0,8.01,0.0,-4.89,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0238,Franchise Outlet 0238,19.0,11.62,19.0,13.28,0.0,1.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0239,Franchise Outlet 0239,17.0,7.53,17.0,7.66,0.0,0.13,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0240,Franchise Outlet 0240,15.0,5.35,15.0,4.73,0.0,-0.62,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0241,Franchise Outlet 0241,9.0,9.25,9.0,6.83,0.0,-2.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0242,Franchise Outlet 0242,15.0,8.58,15.0,2.11,0.0,-6.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0243,Franchise Outlet 0243,20.0,7.95,20.0,7.21,0.0,-0.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0244,Franchise Outlet 0244,11.0,1.57,11.0,7.02,0.0,5.45,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0245,Franchise Outlet 0245,20.0,7.24,20.0,4.74,0.0,-2.5,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0246,Franchise Outlet 0246,15.0,8.66,15.0,12.1,0.0,3.44,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0247,Franchise Outlet 0247,15.0,5.23,15.0,6.43,0.0,1.2,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0248,Franchise Outlet 0248,15.0,9.67,15.0,9.74,0.0,0.07,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0249,Franchise Outlet 0249,22.0,5.48,22.0,,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0250,Franchise Outlet 0250,27.0,4.8,27.0,5.47,0.0,0.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0251,Franchise Outlet 0251,9.0,13.41,9.0,9.25,0.0,-4.16,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0252,Franchise Outlet 0252,15.0,2.92,15.0,4.37,0.0,1.45,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0253,Franchise Outlet 0253,18.0,7.91,18.0,7.87,0.0,-0.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0254,Franchise Outlet 0254,8.0,8.88,8.0,5.34,0.0,-3.54,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0255,Franchise Outlet 0255,14.0,5.07,14.0,6.8,0.0,1.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0256,Franchise Outlet 0256,11.0,4.25,11.0,6.19,0.0,1.94,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0257,Franchise Outlet 0257,17.0,10.98,17.0,13.44,0.0,2.46,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0258,Franchise Outlet 0258,12.0,11.67,12.0,5.23,0.0,-6.44,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0259,Franchise Outlet 0259,7.0,4.78,7.0,5.77,0.0,0.99,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0260,Franchise Outlet 0260,14.0,6.3,14.0,4.43,0.0,-1.87,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0261,Franchise Outlet 0261,16.0,7.14,16.0,8.93,0.0,1.79,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0262,Franchise Outlet 0262,16.0,11.19,16.0,5.5,0.0,-5.69,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0263,Franchise Outlet 0263,16.0,9.52,16.0,11.46,0.0,1.94,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0264,Franchise Outlet 0264,14.0,1.0,14.0,3.55,0.0,2.55,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0265,Franchise Outlet 0265,28.0,3.32,28.0,8.36,0.0,5.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0266,Franchise Outlet 0266,20.0,10.15,20.0,10.24,0.0,0.09,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0267,Franchise Outlet 0267,16.0,11.08,16.0,8.35,0.0,-2.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0268,Franchise Outlet 0268,19.0,6.93,19.0,11.8,0.0,4.87,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0269,Franchise Outlet 0269,20.0,11.11,20.0,6.16,0.0,-4.95,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0270,Franchise Outlet 0270,24.0,9.27,24.0,10.7,0.0,1.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0271,Franchise Outlet 0271,8.0,8.46,8.0,7.09,0.0,-1.37,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0272,Franchise Outlet 0272,18.0,13.19,18.0,11.08,0.0,-2.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0273,Franchise Outlet 0273,10.0,5.29,10.0,14.69,0.0,9.4,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0274,Franchise Outlet 0274,18.0,9.91,18.0,6.19,0.0,-3.72,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0275,Franchise Outlet 0275,18.0,8.58,18.0,1.07,0.0,-7.51,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0276,Franchise Outlet 0276,22.0,3.55,22.0,5.62,0.0,2.07,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0277,Franchise Outlet 0277,16.0,9.92,16.0,10.85,0.0,0.93,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0278,Franchise Outlet 0278,13.0,9.93,13.0,11.85,0.0,1.92,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0279,Franchise Outlet 0279,19.0,4.81,19.0,1.34,0.0,-3.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0280,Franchise Outlet 0280,26.0,7.3,26.0,9.61,0.0,2.31,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0281,Franchise Outlet 0281,20.0,9.21,20.0,6.94,0.0,-2.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0282,Franchise Outlet 0282,25.0,7.81,25.0,6.12,0.0,-1.69,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0283,Franchise Outlet 0283,19.0,12.13,19.0,8.78,0.0,-3.35,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0284,Franchise Outlet 0284,13.0,14.59,13.0,7.47,0.0,-7.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0285,Franchise Outlet 0285,20.0,11.53,20.0,5.81,0.0,-5.72,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0286,Franchise Outlet 0286,14.0,7.36,14.0,12.06,0.0,4.7,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0287,Franchise Outlet 0287,20.0,8.61,20.0,10.11,0.0,1.5,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0288,Franchise Outlet 0288,14.0,8.98,14.0,6.59,0.0,-2.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0289,Franchise Outlet 0289,22.0,6.64,22.0,8.8,0.0,2.16,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0290,Franchise Outlet 0290,22.0,7.3,22.0,5.03,0.0,-2.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0291,Franchise Outlet 0291,16.0,5.99,16.0,10.87,0.0,4.88,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0292,Franchise Outlet 0292,18.0,6.14,18.0,7.57,0.0,1.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0293,Franchise Outlet 0293,19.0,10.03,19.0,11.26,0.0,1.23,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0294,Franchise Outlet 0294,22.0,5.18,22.0,3.84,0.0,-1.34,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0295,Franchise Outlet 0295,17.0,9.22,17.0,3.81,0.0,-5.41,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0296,Franchise Outlet 0296,21.0,5.22,21.0,10.29,0.0,5.07,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0297,Franchise Outlet 0297,19.0,7.17,19.0,12.3,0.0,5.13,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0298,Franchise Outlet 0298,23.0,8.7,23.0,2.28,0.0,-6.42,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0299,Franchise Outlet 0299,16.0,7.14,16.0,6.09,0.0,-1.05,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0300,Franchise Outlet 0300,19.0,10.01,19.0,8.42,0.0,-1.59,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0301,Franchise Outlet 0301,14.0,7.7,14.0,14.26,0.0,6.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0302,Franchise Outlet 0302,11.0,9.0,11.0,6.45,0.0,-2.55,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0303,Franchise Outlet 0303,15.0,6.27,15.0,10.27,0.0,4.0,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0304,Franchise Outlet 0304,17.0,4.06,17.0,11.19,0.0,7.13,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0305,Franchise Outlet 0305,19.0,8.67,19.0,12.95,0.0,4.28,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0306,Franchise Outlet 0306,33.0,8.8,33.0,10.74,0.0,1.94,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0307,Franchise Outlet 0307,26.0,7.84,26.0,10.23,0.0,2.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0308,Franchise Outlet 0308,21.0,4.13,21.0,10.71,0.0,6.58,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0309,Franchise Outlet 0309,19.0,6.6,19.0,7.93,0.0,1.33,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0310,Franchise Outlet 0310,19.0,8.95,19.0,11.68,0.0,2.73,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0311,Franchise Outlet 0311,18.0,6.52,18.0,1.0,0.0,-5.52,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0312,Franchise Outlet 0312,14.0,9.63,14.0,6.17,0.0,-3.46,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0313,Franchise Outlet 0313,21.0,3.9,21.0,5.15,0.0,1.25,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0314,Franchise Outlet 0314,15.0,9.94,15.0,6.77,0.0,-3.17,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0315,Franchise Outlet 0315,28.0,9.54,28.0,6.07,0.0,-3.47,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0316,Franchise Outlet 0316,21.0,8.32,21.0,3.73,0.0,-4.59,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0317,Franchise Outlet 0317,16.0,4.6,16.0,11.85,0.0,7.25,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0318,Franchise Outlet 0318,12.0,11.01,12.0,4.69,0.0,-6.32,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0319,Franchise Outlet 0319,26.0,12.55,26.0,9.12,0.0,-3.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0320,Franchise Outlet 0320,34.0,3.93,34.0,5.6,0.0,1.67,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0321,Franchise Outlet 0321,15.0,3.39,15.0,4.91,0.0,1.52,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0322,Franchise Outlet 0322,23.0,8.08,23.0,5.14,0.0,-2.94,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0323,Franchise Outlet 0323,16.0,9.92,16.0,10.8,0.0,0.88,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0324,Franchise Outlet 0324,17.0,4.62,17.0,8.96,0.0,4.34,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0325,Franchise Outlet 0325,15.0,12.48,15.0,8.07,0.0,-4.41,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0326,Franchise Outlet 0326,13.0,8.0,13.0,11.12,0.0,3.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0327,Franchise Outlet 0327,17.0,8.58,17.0,10.09,0.0,1.51,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0328,Franchise Outlet 0328,26.0,11.57,26.0,9.31,0.0,-2.26,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0329,Franchise Outlet 0329,15.0,10.63,15.0,8.69,0.0,-1.94,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0330,Franchise Outlet 0330,13.0,9.65,13.0,6.04,0.0,-3.61,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0331,Franchise Outlet 0331,20.0,5.62,20.0,4.23,0.0,-1.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0332,Franchise Outlet 0332,17.0,4.19,17.0,8.39,0.0,4.2,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0333,Franchise Outlet 0333,15.0,9.39,15.0,9.56,0.0,0.17,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0334,Franchise Outlet 0334,15.0,11.14,15.0,9.37,0.0,-1.77,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0335,Franchise Outlet 0335,12.0,9.84,12.0,11.92,0.0,2.08,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0336,Franchise Outlet 0336,19.0,5.67,19.0,4.83,0.0,-0.84,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0337,Franchise Outlet 0337,15.0,11.89,15.0,8.94,0.0,-2.95,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0338,Franchise Outlet 0338,20.0,6.4,20.0,7.83,0.0,1.43,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0339,Franchise Outlet 0339,19.0,6.11,19.0,5.27,0.0,-0.84,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0340,Franchise Outlet 0340,10.0,3.22,10.0,4.52,0.0,1.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0341,Franchise Outlet 0341,16.0,5.82,16.0,6.48,0.0,0.66,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0342,Franchise Outlet 0342,13.0,14.89,13.0,7.86,0.0,-7.03,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0343,Franchise Outlet 0343,17.0,9.2,17.0,4.69,0.0,-4.51,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0344,Franchise Outlet 0344,21.0,8.4,21.0,8.11,0.0,-0.29,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0345,Franchise Outlet 0345,24.0,5.85,24.0,4.97,0.0,-0.88,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0346,Franchise Outlet 0346,15.0,6.84,15.0,8.43,0.0,1.59,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0347,Franchise Outlet 0347,14.0,7.88,14.0,11.92,0.0,4.04,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0348,Franchise Outlet 0348,27.0,6.83,27.0,8.31,0.0,1.48,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0349,Franchise Outlet 0349,12.0,8.86,12.0,9.21,0.0,0.35,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0350,Franchise Outlet 0350,20.0,4.31,20.0,8.87,0.0,4.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0351,Franchise Outlet 0351,22.0,8.86,22.0,8.99,0.0,0.13,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0352,Franchise Outlet 0352,16.0,9.21,16.0,6.71,0.0,-2.5,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0353,Franchise Outlet 0353,11.0,5.75,11.0,8.5,0.0,2.75,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0354,Franchise Outlet 0354,10.0,8.15,10.0,4.8,0.0,-3.35,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0355,Franchise Outlet 0355,27.0,11.52,27.0,10.22,0.0,-1.3,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0356,Franchise Outlet 0356,15.0,11.93,15.0,6.28,0.0,-5.65,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0357,Franchise Outlet 0357,24.0,4.92,24.0,11.09,0.0,6.17,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0358,Franchise Outlet 0358,24.0,7.78,24.0,4.22,0.0,-3.56,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0359,Franchise Outlet 0359,16.0,1.02,16.0,6.35,0.0,5.33,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0360,Franchise Outlet 0360,29.0,12.42,29.0,11.23,0.0,-1.19,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0361,Franchise Outlet 0361,26.0,9.62,26.0,7.18,0.0,-2.44,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0362,Franchise Outlet 0362,9.0,8.28,9.0,12.43,0.0,4.15,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0363,Franchise Outlet 0363,11.0,,11.0,6.98,0.0,,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0364,Franchise Outlet 0364,18.0,12.31,18.0,13.09,0.0,0.78,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0365,Franchise Outlet 0365,19.0,13.2,19.0,10.99,0.0,-2.21,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0366,Franchise Outlet 0366,12.0,8.19,12.0,13.46,0.0,5.27,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0367,Franchise Outlet 0367,19.0,3.3,19.0,6.04,0.0,2.74,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0368,Franchise Outlet 0368,24.0,12.11,24.0,13.56,0.0,1.45,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0369,Franchise Outlet 0369,19.0,1.93,19.0,11.75,0.0,9.82,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0370,Franchise Outlet 0370,16.0,1.9,16.0,3.66,0.0,1.76,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0371,Franchise Outlet 0371,17.0,2.78,17.0,8.86,0.0,6.08,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0372,Franchise Outlet 0372,21.0,4.76,21.0,6.15,0.0,1.39,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0373,Franchise Outlet 0373,19.0,9.98,19.0,11.05,0.0,1.07,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0374,Franchise Outlet 0374,10.0,7.25,10.0,9.46,0.0,2.21,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0375,Franchise Outlet 0375,13.0,6.57,13.0,10.54,0.0,3.97,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0376,Franchise Outlet 0376,21.0,14.36,21.0,9.24,0.0,-5.12,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0377,Franchise Outlet 0377,13.0,9.05,13.0,8.94,0.0,-0.11,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0378,Franchise Outlet 0378,18.0,8.72,18.0,6.66,0.0,-2.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0379,Franchise Outlet 0379,14.0,8.35,14.0,9.56,0.0,1.21,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0380,Franchise Outlet 0380,23.0,3.35,23.0,7.95,0.0,4.6,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0381,Franchise Outlet 0381,17.0,6.52,17.0,6.2,0.0,-0.32,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
OUT0382,Franchise Outlet 0382,22.0,6.92,22.0,12.98,0.0,6.06,No change,Employee count no change by 0.00 between 2023-01 and 2026-04.
